images,name,url,webshop,price,image_urls,desc
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/204393.jpg', 'path': 'full/96b62e3bfe821f5b14fa3fd40550f585c12419ca.jpg', 'checksum': 'f8af97281df71cebca4bd4554d2c01db'}]",ASUS GeForce GTX 780 Ti DirectCu II OC 3GB,/productinfo/204393/asus-geforce-gtx-780-ti-directcu-ii-oc-3gb,Hardware.info,"€ 549,13",http://content.hwigroup.net/images/products/micro_thumbs/204393.jpg,"Nvidia GeForce GTX 780 Ti, DirectX 11.0, PCI-Express 3.0 x16, 954 MHz, 3072 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/253636.jpg', 'path': 'full/90bbbf0697010f9b75d9a34706793e4eb19ec605.jpg', 'checksum': 'c5db6a664ee6b838a0345f73e190a544'}]",Gainward GeForce GTX 970 Phantom 4GB,/productinfo/253636/gainward-geforce-gtx-970-phantom-4gb,Hardware.info,"€ 371,25",http://content.hwigroup.net/images/products/micro_thumbs/253636.jpg,"Nvidia GeForce GTX 970, DirectX 11.2, PCI-Express 3.0 x16, 1152 MHz, 4096 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/255889.jpg', 'path': 'full/5b490dc902ed6ab6a68d5519c86373ded5544cf7.jpg', 'checksum': '2a38cc9184fe10ed2b6fa7ec063cd62a'}]",EVGA GeForce GTX 970 FTW 4GB,/productinfo/255889/evga-geforce-gtx-970-ftw-4gb,Hardware.info,"€ 547,55",http://content.hwigroup.net/images/products/micro_thumbs/255889.jpg,"Nvidia GeForce GTX 970, DirectX 11.2, PCI-Express 3.0 x16, 1216 MHz, 4096 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/253978.jpg', 'path': 'full/ea4622640e3c1fcb912c6eb3dcf0d5df7811a242.jpg', 'checksum': '5621e8cf61b584385428344a363877fe'}]",Palit GeForce GTX 970 JetStream 4GB,/productinfo/253978/palit-geforce-gtx-970-jetstream-4gb,Hardware.info,"€ 380,09",http://content.hwigroup.net/images/products/micro_thumbs/253978.jpg,"Nvidia GeForce GTX 970, DirectX 11.2, PCI-Express 3.0 x16, 1152 MHz, 4096 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/136751.jpg', 'path': 'full/1a93e80c0e31f246bfdc21ef99e0cb9f85c1eb16.jpg', 'checksum': '8beb3a3ac817c141223aad778e205461'}]",XFX Radeon HD 7950 Double Dissipation Edition,/productinfo/136751/xfx-radeon-hd-7950-double-dissipation-edition,Hardware.info,"€ 215,91",http://content.hwigroup.net/images/products/micro_thumbs/136751.jpg,"AMD Radeon HD 7950, DirectX 11.1, PCI-Express 2.0 x16, 900 MHz, 3072 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/208617.jpg', 'path': 'full/59d85c8452520c7fa79aea30405076e50dcc30a7.jpg', 'checksum': '901a7d17b710310da21c1adf601f8b19'}]",MSI Radeon R9 290X Lightning 4GB,/productinfo/208617/msi-radeon-r9-290x-lightning-4gb,Hardware.info,"€ 564,76",http://content.hwigroup.net/images/products/micro_thumbs/208617.jpg,"AMD Radeon R9 290X, DirectX 11.2, PCI-Express 3.0 x16, 1080 MHz, 4096 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/206862.jpg', 'path': 'full/9dcd8bd2d09245745e960e3534fe5303ee6408f7.jpg', 'checksum': '5e97940ade7facb50788f0b07d75feb6'}]",ASUS GeForce GTX Titan Black 6GB,/productinfo/206862/asus-geforce-gtx-titan-black-6gb,Hardware.info,"€ 969,76",http://content.hwigroup.net/images/products/micro_thumbs/206862.jpg,"Nvidia GeForce GTX Titan Black, DirectX 11.0, PCI-Express 3.0 x16, 941 MHz, 6144 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/253576.jpg', 'path': 'full/95529bfe166fd71d1b27dd3d2bf5deb61fbdfdc2.jpg', 'checksum': '2825974331cd8fc43d680f7b7cabe536'}]",EVGA GeForce GTX 970 Superclocked ACX 2.0 4GB,/productinfo/253576/evga-geforce-gtx-970-superclocked-acx-20-4gb,Hardware.info,"€ 536,12",http://content.hwigroup.net/images/products/micro_thumbs/253576.jpg,"Nvidia GeForce GTX 970, DirectX 11.2, PCI-Express 3.0 x16, 1165 MHz, 4096 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/199988.jpg', 'path': 'full/fd8b9cd723cae25be25d2d97516633f8c83e93ac.jpg', 'checksum': '1049c1606028c2b3fe017fe587fa0757'}]",Club 3D Radeon R7 260X royalKing 2GB,/productinfo/199988/club-3d-radeon-r7-260x-royalking-2gb,Hardware.info,"€ 120,64",http://content.hwigroup.net/images/products/micro_thumbs/199988.jpg,"AMD Radeon R7 260X, DirectX 11.2, PCI-Express 3.0 x16, 1160 MHz, 2048 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/254192.jpg', 'path': 'full/9b676b7d908b3d544b6c84f18246ce2e58268b01.jpg', 'checksum': '93efee406dbeb598e5fa110e93cbee5a'}]",MSI GeForce GTX 980 OC V1 4GB,/productinfo/254192/msi-geforce-gtx-980-oc-v1-4gb,Hardware.info,"€ 568,93",http://content.hwigroup.net/images/products/micro_thumbs/254192.jpg,"Nvidia GeForce GTX 980, DirectX 11.2, PCI-Express 3.0 x16, 1152 MHz, 4096 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/136777.jpg', 'path': 'full/1a3ef929ea3523343a4504b29d7965f96133ae9e.jpg', 'checksum': '4e2d1144205067d134815d5756b94528'}]",Sapphire Radeon HD 6450 Flex 1GB,/productinfo/136777/sapphire-radeon-hd-6450-flex-1gb,Hardware.info,"€ 56,55",http://content.hwigroup.net/images/products/micro_thumbs/136777.jpg,"AMD Radeon HD 6450, DirectX 11.0, PCI-Express 2.0 x16, 625 MHz, 1024 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/201232.jpg', 'path': 'full/24735fd173b9f73b95b4f2c827a61494abab8bea.jpg', 'checksum': 'edcfea1d8f4cc2cc33d31712dbd39951'}]",Sapphire Radeon R9 290 4GB,/productinfo/201232/sapphire-radeon-r9-290-4gb,Hardware.info,,http://content.hwigroup.net/images/products/micro_thumbs/201232.jpg,"AMD Radeon R9 290, DirectX 11.2, PCI-Express 3.0 x16, 947 MHz, 4096 MB"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/134613.jpg', 'path': 'full/3172c70f1050343a51bef42fcf46df294ad50cd7.jpg', 'checksum': '5042fe4b115062cf8ca77fb49d0bdc33'}]",XFX Radeon HD 7970 Double Dissipation Edition,/productinfo/134613/xfx-radeon-hd-7970-double-dissipation-edition,Hardware.info,,http://content.hwigroup.net/images/products/micro_thumbs/134613.jpg,"AMD Radeon HD 7970, DirectX 11.1, PCI-Express 3.0 x16, 925 MHz, 3072 MB"
