images,name,url,webshop,price,image_urls,desc
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/210513.jpg', 'path': 'full/c03daf78a0c7ef26cb628ef87b52c77bdc82bea7.jpg', 'checksum': 'fa7cdd97cdbb50401e9a6784f486e17c'}]",AMD Athlon 5150,/productinfo/210513/amd-athlon-5150,Hardware.info,"€ 44,67",http://content.hwigroup.net/images/products/micro_thumbs/210513.jpg,"Socket AM1, 1.6 GHz, 4 cores, 28 nm, 25 W, Geïntegreerde graphics"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/105217.jpg', 'path': 'full/7fb4d2e7a649b5eb83b1b7997a6fcfe3c02f198d.jpg', 'checksum': '318d314d2179b78e8cd35db042c2ad47'}]",AMD Athlon II X2 220,/productinfo/105217/amd-athlon-ii-x2-220,Hardware.info,,http://content.hwigroup.net/images/products/micro_thumbs/105217.jpg,"Socket AM3, 2.8 GHz, 2 cores, 45 nm, 65 W"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/000226.jpg', 'path': 'full/71b3b1ec6e7b1abe980eff784c3880d4a761e243.jpg', 'checksum': 'c723d4a4f03df256488633c58bc36b3a'}]",AMD Athlon XP 2600+,/productinfo/226/amd-athlon-xp-2600+,Hardware.info,,http://content.hwigroup.net/images/products/micro_thumbs/000226.jpg,"Socket A, 2.08 GHz, 1 cores, 130 nm"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/001922.jpg', 'path': 'full/551f6aacff4baf24d14d7efc77a032e4be6e0922.jpg', 'checksum': '05e2161d6de83a9c0e177afa0aee0f37'}]",Intel Core 2 Duo E4300,/productinfo/1922/intel-core-2-duo-e4300,Hardware.info,,http://content.hwigroup.net/images/products/micro_thumbs/001922.jpg,"Socket 775, 1.8 GHz, 2 cores, 65 nm, 65 W"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/001639.jpg', 'path': 'full/a3f06789df59eccd41af6585fd46b993200b61de.jpg', 'checksum': 'f9f0f66f025e7444fe99f06d690f9a4f'}]",Intel Core 2 Duo E6400,/productinfo/1639/intel-core-2-duo-e6400,Hardware.info,,http://content.hwigroup.net/images/products/micro_thumbs/001639.jpg,"Socket 775, 2.13 GHz, 2 cores, 65 nm, 65 W"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/009095.jpg', 'path': 'full/ebe0f5c6c46c4119c3a019766d43b98813ce484e.jpg', 'checksum': '9b536862909fde7364ded217cff9c5c1'}]",Intel Core 2 Extreme QX9775,/productinfo/9095/intel-core-2-extreme-qx9775,Hardware.info,,http://content.hwigroup.net/images/products/micro_thumbs/009095.jpg,"Socket 771, 3.2 GHz, 4 cores, 45 nm, 150 W"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/002453.jpg', 'path': 'full/030d1ac774b67c3ef01f5ed1aceff914fd360cbe.jpg', 'checksum': 'ee384c55cef970572b1345b97d85800e'}]",Intel Core 2 Quad Q9450,/productinfo/2453/intel-core-2-quad-q9450,Hardware.info,,http://content.hwigroup.net/images/products/micro_thumbs/002453.jpg,"Socket 775, 2.66 GHz, 4 cores, 45 nm, 95 W"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/197443.jpg', 'path': 'full/167a25fe73b26fa2b6aa93dcb05b4978d1d629c3.jpg', 'checksum': '700e266254ed5fc1e23287cec896e382'}]",Intel Core i3 4130T,/productinfo/197443/intel-core-i3-4130t,Hardware.info,"€ 126,73",http://content.hwigroup.net/images/products/micro_thumbs/197443.jpg,"Socket 1150, 2.9 GHz, 2 cores, 22 nm, 35 W, Geïntegreerde graphics"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/115213.jpg', 'path': 'full/e8f5e405c2f79cc70d558cf77b7c52bb6f171aaf.jpg', 'checksum': '42daab7e4f62785491bd08adfe2e4e69'}]",Intel Core i5 2500,/productinfo/115213/intel-core-i5-2500,Hardware.info,,http://content.hwigroup.net/images/products/micro_thumbs/115213.jpg,"Socket 1155, 3.3 GHz, 4 cores, 32 nm, 95 W, Geïntegreerde graphics"
"[{'url': 'http://content.hwigroup.net/images/products/micro_thumbs/197849.jpg', 'path': 'full/3bbe59199dcff04a034a2a19041ea1f6f6b20449.jpg', 'checksum': '8260b71e77c00f1f1d2fa3994a53bdc9'}]",Intel Core i5 4440S,/productinfo/197849/intel-core-i5-4440s,Hardware.info,"€ 189,35",http://content.hwigroup.net/images/products/micro_thumbs/197849.jpg,"Socket 1150, 2.8 GHz, 4 cores, 22 nm, 65 W, Geïntegreerde graphics"
